Gene	Num.sgRNA	Library.ES	Initial.ES	Final.ES	EnrichmentRatio	pval	qval
GPRC6A	6	3474.388889	1883.833333	1810.722222	-0.057106	0.9400654907135914	0.0481435415515018
GPRIN1	6	2740.166667	595.277778	2515.444444	2.079178	0.0973271141989861	0.0112930716786438
GPRIN2	6	383.000000	817.833333	2184.388889	1.417351	0.1185592924641506	0.0128869541182974
GPRIN3	6	1858.500000	991.888889	3355.722222	1.758373	0.0004685824986771	0.0002441496222591
GPS1	6	2972.722222	2282.500000	3167.722222	0.472831	0.1886026895234356	0.0181615072784227
GPS2	6	1851.833333	1168.611111	872.277778	-0.421935	0.6609419127122982	0.0395199926294454
GPSM1	6	214.277778	1540.500000	2385.666667	0.630994	0.1693354723137305	0.0167426755113322
GPSM2	6	1859.055556	2244.055556	1258.666667	-0.834212	0.1688197020933083	0.0166896996498987
GPSM3	6	3553.500000	397.666667	2243.388889	2.496048	0.0594948532311633	0.0078749769670168
GPT	6	244.777778	3254.833333	1275.666667	-1.351332	0.0796648737061498	0.0097452552054542
GPT2	6	285.777778	3246.222222	2903.722222	-0.160858	0.5047353950919254	0.0339275843007186
GPX1	6	331.333333	2995.166667	1242.000000	-1.269971	0.1649642502756918	0.0164040906578220
GPX2	6	118.777778	2374.833333	738.277778	-1.685591	0.0404167919682844	0.0058641975308642
GPX3	6	2985.388889	2195.722222	1434.666667	-0.613980	0.2633797885673868	0.0227335544499724
GPX4	6	2466.055556	1892.166667	1018.000000	-0.894302	0.1787211260469971	0.0173737792518887
GPX5	6	2906.500000	1755.611111	1323.111111	-0.408039	0.4380055959186926	0.0312903077206560
GPX6	6	2262.833333	1760.888889	2010.444444	0.191211	0.7927926861289705	0.0436636263128800
GPX7	6	2869.333333	822.333333	1024.444444	0.317047	0.6985133171489285	0.0407338308457711
GPX8	6	62.555556	3014.166667	496.888889	-2.600764	0.0107548447823908	0.0022986917265524
GRAMD1A	6	2064.222222	1290.222222	2692.888889	1.061535	0.1567924791329730	0.0157430440390639
GRAMD1B	6	3314.500000	394.166667	2037.944444	2.370237	0.0723858247588337	0.0090404459185554
GRAMD1C	6	567.555556	1612.611111	348.611111	-2.209708	0.2065804770581045	0.0194098949695965
GRAMD2	6	1586.611111	1429.222222	872.722222	-0.711636	0.6172172650207152	0.0379998157361341
GRAMD3	6	1539.222222	2747.944444	689.777778	-1.994149	0.0254776822276605	0.0041804864566059
GRAMD4	6	721.222222	2697.388889	1530.333333	-0.817718	0.1758496229785116	0.0171849087893864
GRAP	4	3132.333333	4224.916667	3485.416667	-0.277592	0.6720213787345811	0.0398747005712180
GRAP2	6	1290.833333	1879.444444	1400.944444	-0.423907	0.4329754767721430	0.0310231251151649
GRAPL	4	2584.750000	2522.666667	2191.583333	-0.202976	0.5334889401768351	0.0350423806891469
GRASP	6	723.333333	2293.166667	748.666667	-1.614946	0.0399027491114940	0.0058089183711074
GRB10	6	701.055556	1927.944444	1688.388889	-0.191416	0.8053997724673363	0.0440528837295006
GRB14	6	2396.888889	2006.944444	2664.277778	0.408744	0.4379401192788095	0.0312857011240096
GRB2	6	680.000000	805.555556	3335.777778	2.049967	0.0029592311562436	0.0008867698544315
GRB7	6	1746.888889	2817.611111	2324.222222	-0.277724	0.6102521200848466	0.0377579694121983
GREB1	6	1480.166667	1343.777778	1077.000000	-0.319276	0.7016652651773367	0.0408213561820527
GREB1L	6	973.000000	2284.833333	2066.444444	-0.144938	0.7103447838225732	0.0410885387875438
GREM1	6	61.166667	2764.777778	1962.555556	-0.494430	0.5162956631860312	0.0343721208770960
GREM2	6	2619.777778	1823.111111	1179.833333	-0.627819	0.3444718910782986	0.0270199926294454
GRHL1	6	2612.222222	2569.000000	952.500000	-1.431416	0.0254841795673518	0.0041827897549291
GRHL2	6	1483.111111	1123.000000	1062.611111	-0.079744	0.9423029014310972	0.0482080339045513
GRHL3	6	830.222222	3446.166667	2343.388889	-0.556396	0.0383012264795440	0.0056361709968675
GRHPR	6	89.777778	2654.222222	575.333333	-2.205819	0.0634505820211218	0.0082181684171734
GRIA1	6	1239.777778	2133.777778	2521.666667	0.240968	0.5931489628710701	0.0371268656716418
GRIA2	6	3153.611111	1479.777778	1387.833333	-0.092546	0.9111600807342080	0.0473143541551502
GRIA3	6	1425.444444	3529.888889	2293.111111	-0.622317	0.1043398773670456	0.0118159203980100
GRIA4	6	3082.944444	1704.555556	2341.722222	0.458174	0.4664164400961552	0.0324880228487194
GRID1	6	2592.166667	2101.222222	1763.333333	-0.252924	0.6737564435022774	0.0399414962225908
GRID2	6	2468.666667	1216.000000	1847.277778	0.603258	0.5314448560687313	0.0349663718444813
GRID2IP	6	3042.611111	1349.555556	2151.111111	0.672598	0.4030589753596619	0.0297309747558504
GRIK1	6	112.000000	1081.111111	2414.000000	1.158911	0.2018669530914643	0.0190667035194398
GRIK2	6	2651.277778	1701.388889	1361.611111	-0.321398	0.7130803770922711	0.0411783674221485
GRIK3	6	3509.111111	88.888889	1293.333333	3.862947	0.2164387805551204	0.0199972360420122
GRIK4	6	735.444444	1727.388889	2032.166667	0.234426	0.7444301275273246	0.0421618758061544
GRIK5	6	1900.944444	2414.388889	1629.500000	-0.567229	0.4056208377673270	0.0298254099871015
GRIN1	6	2122.000000	816.722222	1901.055556	1.218883	0.1129955919958655	0.0124585406301824
GRIN2A	6	1264.166667	1505.888889	2472.222222	0.715193	0.3136010982165287	0.0254790860512254
GRIN2B	6	2774.444444	863.888889	1243.055556	0.524973	0.3007176970159647	0.0247880965542657
GRIN2C	6	2892.277778	2349.111111	2056.777778	-0.191729	0.5115819773582890	0.0342108899944721
GRIN2D	6	2003.333333	201.500000	1144.611111	2.506006	0.2832614669422904	0.0238368343467846
GRIN3A	6	2336.000000	253.000000	2545.166667	3.330551	0.0538923433722897	0.0072876358946011
GRIN3B	6	2821.500000	1263.277778	1303.611111	0.045342	0.9687947812678526	0.0489750322461765
GRINA	6	1319.777778	495.611111	620.666667	0.324610	0.6611768266559359	0.0395245992260918
GRIP1	6	695.944444	2890.277778	750.055556	-1.946139	0.0689246180734660	0.0087018610650451
GRIPAP1	6	2111.000000	1090.722222	2582.111111	1.243267	0.1358014155717726	0.0142528100239543
GRK1	6	2958.500000	1319.055556	2175.666667	0.721952	0.2882592393173268	0.0241201400405381
GRK4	6	3485.444444	1679.055556	549.444444	-1.611604	0.2429267492836494	0.0216026349732817
GRK5	6	2161.500000	1498.222222	1969.000000	0.394211	0.6854505895824335	0.0403261470425650
GRK6	6	1465.388889	1954.222222	1704.777778	-0.197011	0.8350984675522031	0.0450271789202137
GRK7	6	3166.000000	44.111111	1942.500000	5.460629	0.0984615426217464	0.0113829003132486
GRM1	6	568.888889	2842.555556	1647.888889	-0.786570	0.0479251822231318	0.0066565321540446
GRM2	6	3051.833333	1476.055556	3265.111111	1.145385	0.0165615070321609	0.0031002395430256
GRM3	6	978.777778	1750.000000	1369.444444	-0.353764	0.7067144314795155	0.0409733738713838
GRM4	6	1100.388889	1572.000000	1101.666667	-0.512913	0.2782937341414725	0.0235627418463239
GRM5	6	871.388889	293.666667	1641.222222	2.482519	0.1653152629700426	0.0164248203427308
GRM6	6	395.166667	3298.833333	1576.888889	-1.064875	0.1537843728635203	0.0155173208033905
GRM7	6	3445.888889	1951.944444	1195.166667	-0.707700	0.4189410100348248	0.0304150543578404
GRM8	6	2248.166667	2401.722222	2479.277778	0.045851	0.9185590574486917	0.0475262576008845
GRN	6	3109.388889	1498.666667	3550.888889	1.244501	0.0134423617783652	0.0026695227565874
GRP	6	1116.500000	1696.333333	3037.333333	0.840386	0.1277887643034942	0.0136309194766906
GRPEL1	6	152.388889	2730.888889	635.333333	-2.103785	0.0320732345390135	0.0049958540630182
GRPEL2	6	881.388889	3189.500000	2268.444444	-0.491627	0.3018342149970253	0.0248618021006081
GRPR	6	1020.444444	2340.611111	286.555556	-3.029998	0.0154522454412804	0.0029436152570481
GRSF1	6	2839.111111	778.444444	2605.111111	1.742679	0.0817840250706504	0.0099341256679565
GRTP1	6	1536.444444	2810.277778	2427.000000	-0.211539	0.4526145568376338	0.0318638290031325
GRWD1	6	1598.722222	2063.111111	1103.444444	-0.902808	0.3427884854214409	0.0269347705914870
GRXCR1	6	542.055556	1981.222222	1010.500000	-0.971321	0.2250306466282856	0.0205615441311959
GRXCR2	6	1262.222222	1621.000000	808.277778	-1.003961	0.2975128950456055	0.0246406854615810
GSAP	5	4226.533333	491.000000	1310.533333	1.416359	0.2338800387750577	0.0211212456237332
GSC	6	719.388889	2638.722222	1695.944444	-0.637751	0.0261127378234964	0.0042749216878570
GSC2	6	3229.666667	716.833333	852.722222	0.250438	0.7276907370786009	0.0416321171918187
GSDMA	6	2910.833333	2102.000000	1634.666667	-0.362766	0.6191161540378598	0.0380827344757693
GSDMB	6	1063.500000	1934.888889	1774.444444	-0.124883	0.8700952743446271	0.0460936060438548
GSDMC	6	472.944444	2039.222222	2844.277778	0.480043	0.2334645603081958	0.0210774829555924
GSDMD	6	77.888889	1719.722222	434.166667	-1.985855	0.2571505619400177	0.0223581168232910
GSE1	6	1836.500000	1821.000000	1733.277778	-0.071228	0.9338820161477825	0.0479408512990603
GSG1	6	2728.833333	1155.277778	1145.666667	-0.012052	0.9879297845950619	0.0495877096001474
GSG1L	6	1817.111111	2364.833333	1986.333333	-0.251631	0.7371570988740653	0.0419246360788649
GSG2	6	210.500000	2518.444444	1071.333333	-1.233125	0.2436023290203704	0.0216625207296849
GSK3A	6	933.944444	1186.333333	2216.166667	0.901557	0.3457780480125965	0.0270983047724341
GSK3B	6	1977.222222	813.944444	433.722222	-0.908159	0.2786121419333017	0.0235857748295559
GSKIP	6	3200.666667	1087.722222	2122.777778	0.964643	0.3669897214529160	0.0281463055094896
GSN	6	1615.500000	3246.000000	2194.000000	-0.565099	0.1599526223056970	0.0160033167495854
GSPT1	4	5030.000000	1451.000000	1798.916667	0.310081	0.7729910572233529	0.0430785885387875
GSPT2	6	3570.055556	1912.888889	1853.722222	-0.045328	0.9328427180748329	0.0478993919292427
GSR	6	3495.833333	1440.111111	950.500000	-0.599422	0.5266560159704827	0.0347821079786254
GSS	6	379.333333	3135.388889	2229.000000	-0.492248	0.4150499797780116	0.0302653399668325
GSTA1	6	1918.611111	2041.388889	1178.166667	-0.793007	0.0567941170913243	0.0075847613782937
GSTA2	4	2537.500000	2750.916667	2233.166667	-0.300822	0.6423250851750922	0.0388197899391929
GSTA3	6	3607.111111	1053.888889	1013.777778	-0.055981	0.9502038929081593	0.0484383637368712
GSTA4	6	3038.277778	2293.555556	1017.722222	-1.172242	0.1045688806310545	0.0118274368896259
GSTA5	6	2630.166667	1002.833333	1283.111111	0.355564	0.6031018921625113	0.0374861802100608
GSTCD	6	262.611111	2625.000000	3541.111111	0.431885	0.4419824611179785	0.0314538419016031
GSTK1	6	2660.111111	1683.944444	1017.000000	-0.727525	0.5137281572308396	0.0342845955408144
GSTM1	6	1422.611111	2235.000000	2715.500000	0.280943	0.5083276844601139	0.0340726920950802
GSTM2	5	1124.133333	2525.133333	3213.200000	0.347651	0.4345608272734066	0.0311060438548001
GSTM3	6	1043.611111	1755.555556	906.777778	-0.953107	0.3073908344420408	0.0251243781094527
GSTM4	5	769.800000	3133.133333	1596.800000	-0.972423	0.1053359654521363	0.0118758061544131
GSTM5	5	2047.133333	1110.266667	2657.600000	1.259218	0.1622219868310249	0.0161760641238253
GSTO1	6	2781.444444	1300.166667	2403.055556	0.886173	0.2794662143889249	0.0236571770775751
GSTO2	6	3189.388889	2306.833333	1224.333333	-0.913917	0.3242742033617724	0.0259927215772987
GSTP1	6	2934.722222	1651.722222	1828.000000	0.146295	0.6932511889917368	0.0405656900681776
GSTT1	6	1258.388889	2388.555556	2523.388889	0.079224	0.7846999510781212	0.0434425096738530
GSTT2	5	2840.266667	3397.933333	3232.933333	-0.071814	0.7051336259525097	0.0409319145015662
GSTT2B	3	2132.333333	5015.777778	3994.444444	-0.328479	0.4108733824152802	0.0300856826976230
GSTZ1	6	1303.333333	3391.333333	1897.888889	-0.837457	0.1660117320780711	0.0164962225907500
GSX1	6	432.222222	3608.666667	958.944444	-1.911947	0.0113479683741495	0.0023631840796020
GSX2	6	589.333333	1065.277778	2388.500000	1.164875	0.3829466761040814	0.0288994840611756
GTDC1	6	615.777778	3375.500000	1965.555556	-0.780164	0.2901398713584012	0.0242399115533444
GTDC2	5	196.066667	3563.533333	1949.400000	-0.870278	0.0820863640390216	0.0099617652478349
GTF2A1	6	1827.500000	1343.444444	1648.555556	0.295266	0.7090156024787310	0.0410493827160494
GTF2A1L	6	1676.777778	1580.444444	1316.611111	-0.263501	0.4561847424082458	0.0320250598857564
GTF2A2	6	1357.444444	2043.500000	670.055556	-1.608690	0.2576865876985741	0.0223834531048461
GTF2B	6	1569.333333	587.000000	655.944444	0.160213	0.9007630277210957	0.0470195319697807
GTF2E1	6	1342.500000	2567.277778	1493.777778	-0.781274	0.3221587605959730	0.0258936797494011
GTF2E2	6	1739.555556	3072.055556	1682.666667	-0.868455	0.1077958420516830	0.0120646766169154
GTF2F1	6	1275.611111	3082.166667	539.055556	-2.515439	0.0016189026409276	0.0005827344757693
GTF2F2	6	2208.000000	1438.666667	144.277778	-3.317811	0.2207446850015118	0.0202736318407960
GTF2H1	6	2929.388889	1171.500000	512.000000	-1.194141	0.0893373436536673	0.0105122535470794
GTF2H2	6	3502.333333	2239.666667	921.611111	-1.281054	0.0580813220197495	0.0077045328911001
GTF2H2C	2	2530.166667	4347.166667	9782.000000	1.170054	0.0884469562547328	0.0104431545973835
GTF2H2D	4	3177.000000	1427.750000	3624.500000	1.344039	0.0155999909636690	0.0029620416436337
GTF2H3	6	1816.055556	768.222222	1836.388889	1.257276	0.3078580338409079	0.0251451077943615
GTF2H4	6	224.777778	2129.444444	1566.055556	-0.443342	0.5366515491193541	0.0351690620969228
GTF2H5	6	1161.666667	2543.388889	1139.388889	-1.158492	0.0586253892261009	0.0077621153491800
GTF2I	6	3557.666667	664.388889	2405.500000	1.856237	0.0545516504719424	0.0073337018610650
GTF2IRD1	6	1236.500000	2687.666667	969.222222	-1.471455	0.0645972811690804	0.0083172102450709
GTF2IRD2	5	337.400000	4118.133333	1161.333333	-1.826208	0.0234590125058405	0.0039294269393772
GTF2IRD2B	3	2856.777778	5449.555556	4463.666667	-0.287909	0.1441342892996896	0.0148747005712180
GTF3A	6	1223.722222	1956.833333	312.944444	-2.644542	0.1308511829650872	0.0138773723972729
GTF3C1	6	2593.111111	641.444444	3467.944444	2.434685	0.0007736451159712	0.0003362815551870
GTF3C2	6	2290.388889	489.944444	2739.611111	2.483281	0.0017287394754520	0.0006288004422333
GTF3C3	6	2649.166667	1262.500000	1125.222222	-0.166073	0.8503789128379968	0.0455062649714391
GTF3C4	6	3579.944444	235.000000	2664.000000	3.502861	0.0849756261766539	0.0101897917818316
GTF3C5	6	3194.833333	1945.277778	1488.500000	-0.386117	0.5083673081672863	0.0340772986917266
GTF3C6	6	2956.666667	608.888889	1318.277778	1.114404	0.4971463021244200	0.0336212456237332
GTPBP1	6	2772.222222	1198.888889	2393.277778	0.997290	0.3422592656167320	0.0269140409065782
GTPBP10	6	3497.888889	2352.222222	1311.277778	-0.843051	0.2270586828070792	0.0206674958540630
GTPBP2	6	2252.500000	1115.277778	1186.444444	0.089241	0.9298883173990841	0.0478210797862539
GTPBP3	6	315.277778	2851.666667	3202.222222	0.167268	0.3781637412939853	0.0286783674221485
GTPBP4	6	345.166667	2800.944444	1313.333333	-1.092680	0.1316982903047376	0.0139556845402617
GTPBP5	6	2683.222222	2492.500000	2536.333333	0.025151	0.9525260457111222	0.0485005527915976
GTPBP6_X	6	2331.000000	2539.722222	1135.833333	-1.160920	0.0385598775365127	0.0056638105767459
GTPBP8	6	3058.944444	1379.777778	1789.888889	0.375434	0.4906450405537268	0.0333817025981205
GTSE1	6	720.722222	1965.055556	2536.833333	0.368459	0.4708732415809863	0.0326538603279897
GTSF1	6	685.666667	3173.777778	1941.555556	-0.708988	0.2403418126319182	0.0214483139856274
GTSF1L	6	1358.333333	1080.833333	968.222222	-0.158734	0.8040417606049705	0.0440068177630367
GUCA1A	6	3570.611111	317.055556	1268.277778	2.000063	0.1573124468910134	0.0157798968122351
GUCA1B	6	1360.666667	1658.833333	1842.777778	0.151713	0.8074260032615242	0.0441358024691358
GUCA1C	6	3307.166667	1812.277778	1628.722222	-0.154064	0.4153372754139547	0.0302814630550949
GUCA2A	6	51.722222	2261.333333	1822.277778	-0.311431	0.6910782814115701	0.0404919845218353
GUCA2B	6	1329.000000	900.333333	2684.222222	1.575973	0.0252008334654866	0.0041344204901419
GUCD1	6	3504.277778	2516.500000	2213.222222	-0.185270	0.7582416110926573	0.0425856826976230
GUCY1A2	6	3280.166667	1262.000000	3290.111111	1.382424	0.0634790206129137	0.0082204717154966
GUCY1A3	6	3207.722222	471.555556	1579.722222	1.744171	0.3199496218312077	0.0257923346231804
GUCY1B3	6	2025.111111	2205.611111	1592.888889	-0.469533	0.6049450124523914	0.0375552791597568
GUCY2C	6	1264.777778	2209.500000	1494.555556	-0.564003	0.2167372731304597	0.0200110558319514
GUCY2D	6	447.000000	1892.888889	1954.000000	0.045841	0.9484694021047921	0.0483969043670536
GUCY2F	6	999.611111	1708.222222	1395.833333	-0.291369	0.6959468318227375	0.0406693384927216
GUF1	6	3600.000000	756.000000	1166.333333	0.625522	0.6912092935453829	0.0404965911184817
GUK1	6	583.166667	2422.888889	2023.444444	-0.259915	0.6219705533055171	0.0381748664086973
GULP1	6	791.222222	3001.722222	1733.555556	-0.792056	0.2162777470622380	0.0199926294453658
GUSB	6	891.000000	1521.333333	3292.722222	1.113945	0.1159436513164697	0.0126865671641791
GXYLT1	6	3395.388889	2451.444444	1092.777778	-1.165632	0.1118320341233581	0.0123802284871937
GXYLT2	6	2724.444444	1615.555556	933.888889	-0.790708	0.1806286359181346	0.0175396167311590
GYG1	6	1559.444444	1024.222222	2622.277778	1.356292	0.0333178580060616	0.0051317486640870
GYG2	6	217.333333	2778.055556	1459.555556	-0.928546	0.0873468080263513	0.0103717523493643
GYLTL1B	6	565.222222	2223.111111	2092.722222	-0.087199	0.8529592066695283	0.0455868804127511
GYPA	6	2538.888889	1015.777778	1238.111111	0.285556	0.5817004659398763	0.0367491247466372
GYPB	5	1581.933333	2693.733333	2215.800000	-0.281779	0.1396596160441422	0.0145292058227382
GYPC	6	815.944444	3399.611111	3186.888889	-0.093221	0.0774884335297975	0.0095448682513359
GYPE	3	6966.444444	1037.333333	2861.777778	1.464032	0.2018316022424303	0.0190597936244702
GYS1	6	1811.000000	2623.888889	1899.333333	-0.466214	0.3128990205395770	0.0254330200847614
GYS2	6	2844.000000	87.111111	1749.722222	4.328125	0.0363484497913566	0.0054473005343652
GZF1	6	550.722222	1879.611111	1552.555556	-0.275789	0.7146457743264591	0.0412313432835821
GZMA	6	1838.000000	2504.666667	1469.222222	-0.769566	0.2143115464446110	0.0198751612308826
GZMB	6	717.166667	3050.111111	1603.277778	-0.927837	0.2768899854027942	0.0234821264050120
GZMH	6	2468.277778	1979.666667	668.333333	-1.566618	0.0997973454627957	0.0114865487377925
GZMK	6	1379.000000	2348.111111	3383.000000	0.526802	0.2490086083554306	0.0219435231251152
GZMM	6	867.222222	846.222222	2384.222222	1.494410	0.1925495843712041	0.0184632393587617
H1F0	6	711.388889	2955.222222	2596.722222	-0.186575	0.5702833526236517	0.0363713838216326
H1FNT	6	3603.666667	1243.555556	2740.111111	1.139763	0.1140991264595987	0.0125667956513728
H1FOO	6	3001.277778	2475.333333	2116.888889	-0.225677	0.7756365082779010	0.0431476874884835
H1FX	6	2073.166667	2490.944444	2212.555556	-0.170979	0.7606000750038602	0.0426686014372582
H2AFB1	4	3671.833333	1330.833333	3160.833333	1.247975	0.0729031618255226	0.0090957250783121
H2AFB2	2	4471.166667	6855.333333	6799.000000	-0.011904	0.9728072201100022	0.0491109268472453
H2AFB3	2	8287.166667	7136.166667	7878.000000	0.142680	0.6722171887865191	0.0398862170628340
H2AFJ	6	614.388889	2636.111111	387.222222	-2.767178	0.0029258853776920	0.0008752533628156
H2AFV	6	1882.111111	1940.000000	2677.555556	0.464860	0.1133039620208485	0.0124907868067072
H2AFX	6	110.555556	3613.111111	746.722222	-2.274598	0.0067728814463041	0.0016238253178552
H2AFY	5	1195.933333	1020.866667	1365.600000	0.419741	0.7142368153695072	0.0412221300902893
H2AFY2	6	821.888889	1213.277778	2632.388889	1.117463	0.0989770776328378	0.0114243596830662
H2AFZ	6	698.555556	1505.388889	1954.555556	0.376704	0.7039001163468654	0.0408766353418095
H2BFM	6	2732.166667	2506.555556	3349.500000	0.418240	0.0685320071963467	0.0086765247834900
H2BFWT	6	3195.666667	941.833333	2485.388889	1.399928	0.0393138847651024	0.0057559425096739
H3F3A	6	1224.055556	1985.777778	2944.333333	0.568237	0.1804838796913565	0.0175350101345126
H3F3B	6	1185.944444	1161.722222	742.277778	-0.646234	0.6336674313598002	0.0385042380689147
H3F3C	6	597.555556	3346.722222	1969.611111	-0.764838	0.2253124419247029	0.0205776672194583
H6PD	6	1859.777778	2727.944444	2886.888889	0.081701	0.7793968943352838	0.0432697622996130
HAAO	6	2964.444444	2709.388889	2111.777778	-0.359509	0.2826335348081803	0.0238114980652294
HABP2	6	3002.611111	1249.611111	2570.055556	1.040320	0.0737651131455026	0.0091878570112401
HABP4	6	929.166667	2543.944444	3243.833333	0.350633	0.1088863883467955	0.0121498986548738
HACE1	6	3608.388889	390.888889	1275.166667	1.705855	0.3403404329674143	0.0267988759904183
HACL1	6	1616.777778	2254.888889	1766.166667	-0.352435	0.5002037742857093	0.0337617468214483
HADH	6	1105.555556	1878.222222	1631.277778	-0.203365	0.8246154428879530	0.0446816841717339
HADHA	6	1845.611111	1882.833333	2867.722222	0.607000	0.0710209945082717	0.0089252810023954
HADHB	6	3494.500000	1154.944444	2735.944444	1.244215	0.1016153954951598	0.0116385664271236
HAGH	6	2803.777778	1941.111111	1721.944444	-0.172844	0.8110716570813147	0.0442532706836190
HAGHL	6	551.000000	3496.555556	1782.611111	-0.971942	0.0163662601867011	0.0030518702782384
HAL	6	2668.166667	1493.611111	2412.833333	0.691924	0.2354817155908319	0.0212248940482771
HAMP	6	1425.611111	3232.666667	2176.555556	-0.570678	0.1018596168101310	0.0116546895153860
HAND1	6	1045.777778	2082.666667	2463.722222	0.242408	0.5853805191308712	0.0368781094527363
HAND2	6	2264.388889	2872.555556	3160.500000	0.137818	0.3704978984185723	0.0283144462870831
HAO1	6	3434.111111	1733.555556	1504.722222	-0.204237	0.8569305960168871	0.0457135618205270
HAO2	6	681.222222	1523.166667	1855.888889	0.285037	0.4210902807615698	0.0305233093790308
HAP1	6	2498.055556	1851.888889	2055.666667	0.150609	0.7974506095329033	0.0438248571955040
HAPLN1	6	109.944444	3011.944444	2406.333333	-0.323859	0.4928208353742177	0.0334623180394325
HAPLN2	6	1649.055556	942.388889	1444.833333	0.616509	0.5502185966386101	0.0356803943246729
HAPLN3	6	462.777778	2011.944444	1778.944444	-0.177569	0.1998917042836543	0.0189308089183711
HAPLN4	6	2507.055556	2593.611111	2470.833333	-0.069964	0.4794311140224164	0.0329671088999447
HARBI1	6	1096.277778	1544.222222	2167.722222	0.489300	0.2341540584122925	0.0211373687119956
HARS	6	1224.500000	2606.166667	3561.833333	0.450691	0.0483737863286118	0.0067049014188318
HARS2	6	2449.055556	2824.166667	2302.277778	-0.294763	0.4277911746248219	0.0307997051778146
HAS1	6	1546.666667	2137.277778	3105.833333	0.539206	0.2297636270761248	0.0208103003501013
HAS2	6	416.111111	3235.888889	2465.833333	-0.392087	0.2468789164508829	0.0218398747005712
HAS3	6	2833.555556	155.222222	2084.777778	3.747487	0.1187064387851040	0.0129099871015294
HAT1	6	780.611111	2771.722222	2482.500000	-0.158989	0.6660232438556227	0.0396950433020085
HAUS1	6	1148.666667	1473.000000	2234.222222	0.601015	0.4628092451091155	0.0322899391929243
HAUS2	6	753.111111	963.333333	996.222222	0.048433	0.9625549711017773	0.0488299244518150
HAUS3	6	2013.888889	798.222222	776.500000	-0.039805	0.9592356537039247	0.0487170628339783
HAUS4	6	391.555556	3493.111111	1687.000000	-1.050053	0.2046514803545822	0.0192901234567901
HAUS5	6	2765.166667	1617.833333	1111.722222	-0.541267	0.5417849595022280	0.0353510226644555
HAUS6	6	1716.000000	2631.555556	960.666667	-1.453808	0.0274541834566795	0.0044315459738345
HAUS7	6	2559.666667	531.055556	419.555556	-0.340001	0.7119422640265969	0.0411438179473005
HAUS8	6	2398.277778	551.111111	1288.777778	1.225588	0.4619571557070009	0.0322507831214299
HAVCR1	6	745.500000	2162.611111	2172.611111	0.006656	0.9867878280980726	0.0495416436336834
HAVCR2	6	1726.555556	489.722222	1816.222222	1.890905	0.0523221653272204	0.0071102819237148
HAX1	6	3221.888889	1003.666667	1543.277778	0.620718	0.3332633735096640	0.0264280449603833
HBA1	6	1846.111111	1752.722222	2018.611111	0.203766	0.6687165955462830	0.0397986917265524
HBB	6	2862.055556	2641.666667	2752.555556	0.059323	0.8805935108920937	0.0464206744057490
HBD	6	3385.555556	1627.166667	2147.166667	0.400072	0.4777207302015632	0.0329003132485720
HBE1	6	3250.833333	964.222222	2889.944444	1.583604	0.0324355180961319	0.0050373134328358
HBEGF	6	1727.722222	1782.055556	2726.944444	0.613743	0.1392776143892093	0.0145038695411830
HBG1	6	1764.111111	605.055556	3070.777778	2.343465	0.0003114475417918	0.0001727473742399
HBG2	2	3340.500000	3856.500000	5364.500000	0.476152	0.5043831030629953	0.0339137645107794
HBM	6	2456.944444	2980.277778	2350.222222	-0.342650	0.3615568013422698	0.0278814262023217
HBP1	6	1066.888889	2721.500000	1704.611111	-0.674959	0.1818241861179347	0.0176156255758246
HBQ1	6	943.777778	2914.944444	454.777778	-2.680235	0.0053321082365857	0.0013865855905657
HBS1L	6	2518.055556	424.111111	960.888889	1.179927	0.2908709186424637	0.0242698544315460
HBZ	6	1506.777778	1523.444444	2380.611111	0.643995	0.1856823742746746	0.0179496038326884
HCAR1	6	3042.777778	3212.444444	1747.055556	-0.878746	0.1840428693064455	0.0178114059332965
HCAR2	6	3074.777778	703.944444	1499.833333	1.091269	0.3889023689716783	0.0291390270867883
HCAR3	6	2122.500000	2262.055556	907.222222	-1.318106	0.0386472001625517	0.0056799336650083
HCCS	6	3054.333333	1122.666667	3424.000000	1.608753	0.0128856068397258	0.0025843007186291
HCFC1	6	200.888889	1597.277778	861.722222	-0.890320	0.1175610303909924	0.0128224617652478
HCFC1R1	6	103.555556	2877.722222	946.444444	-1.604338	0.0455167900473147	0.0064331122166943
HCFC2	6	1635.555556	1623.888889	1764.333333	0.119670	0.9072802896867880	0.0471945826423438
HCK	6	2260.833333	1152.222222	901.277778	-0.354375	0.6140136845493018	0.0378892574166206
HCLS1	6	2842.000000	1467.611111	628.166667	-1.224250	0.3761957086865217	0.0285885387875438
HCN1	6	1429.944444	2114.722222	1792.888889	-0.238182	0.7762312593025383	0.0431638105767459
HCN2	6	1451.888889	2805.444444	1787.333333	-0.650421	0.3881817165714204	0.0291159941035563
HCN3	6	1153.833333	745.000000	2899.722222	1.960602	0.0193879383249695	0.0034480375898286
HCN4	6	1598.222222	3295.055556	2857.944444	-0.205325	0.3602859162034976	0.0278284503408882
HCRT	6	769.722222	2453.222222	3136.666667	0.354554	0.2757875216641560	0.0234153307536392
HCRTR1	6	1153.444444	3304.055556	2336.722222	-0.499752	0.2217576085106386	0.0203427307904920
HCRTR2	6	2067.166667	238.722222	2013.833333	3.076540	0.0095737093554477	0.0021236410539893
HCST	6	2787.611111	2535.722222	1255.777778	-1.013816	0.1345925000103892	0.0141629813893496
