Gene	Num.sgRNA	Library.ES	Initial.ES	Final.ES	EnrichmentRatio	pval	qval
KRTAP10-11	6	3318.277778	1733.222222	1767.277778	0.028072	0.9764648056668717	0.0492053620784964
KRTAP10-12	6	2651.222222	3044.166667	2214.722222	-0.458922	0.3918839722068945	0.0292726183895338
KRTAP10-2	6	3141.166667	2217.944444	2982.555556	0.427326	0.3059887953456766	0.0250690989496960
KRTAP10-3	6	681.333333	3013.166667	2610.944444	-0.206709	0.6547111163465025	0.0392919660954487
KRTAP10-4	6	3569.166667	114.888889	1227.555556	3.417477	0.0029935966780646	0.0008959830477243
KRTAP10-5	6	2554.000000	2752.388889	1540.944444	-0.836869	0.1430225419490053	0.0147825686382900
KRTAP10-6	6	144.611111	3544.444444	2927.222222	-0.276027	0.4445257934871661	0.0315667035194398
KRTAP10-7	6	584.555556	2000.944444	1431.888889	-0.482762	0.6000110088391711	0.0373894416804865
KRTAP10-8	6	3207.388889	434.555556	1444.444444	1.732902	0.1990602566280183	0.0188893495485535
KRTAP10-9	6	938.611111	1309.055556	1911.833333	0.546430	0.3495108027856909	0.0272848719366132
KRTAP11-1	6	2360.277778	1680.944444	2007.666667	0.256248	0.7530123917175395	0.0424244518149991
KRTAP12-1	6	3210.666667	1350.777778	1580.055556	0.226185	0.7473049484542127	0.0422470978441128
KRTAP12-2	6	1651.500000	2312.055556	2178.000000	-0.086172	0.8853277263633056	0.0465726920950802
KRTAP12-3	6	1365.833333	1774.222222	425.944444	-2.058450	0.2466370974366965	0.0218283582089552
KRTAP12-4	6	1006.722222	1029.055556	1114.833333	0.115507	0.8996410200665881	0.0469988022848719
KRTAP13-1	6	154.222222	3115.055556	3174.277778	0.027170	0.8666520933011778	0.0459922609176341
KRTAP13-2	6	1384.166667	1862.388889	1395.277778	-0.416602	0.5345556761948278	0.0350838400589644
KRTAP13-3	6	1836.222222	1360.388889	1529.277778	0.168831	0.8197306385155094	0.0445434862723420
KRTAP13-4	6	1319.222222	997.611111	403.500000	-1.305909	0.1790941265250446	0.0174152386217063
KRTAP15-1	6	2483.166667	1003.388889	219.666667	-2.191493	0.0473887480913638	0.0066104661875806
KRTAP16-1	6	2859.611111	1219.055556	2216.277778	0.862375	0.1952328223657368	0.0186313801363553
KRTAP17-1	6	395.444444	3206.166667	1621.000000	-0.983965	0.0892062987827976	0.0105030403537866
KRTAP19-1	6	1836.000000	1995.555556	2198.277778	0.139583	0.8249415497521441	0.0446932006633499
KRTAP19-2	6	373.333333	2249.888889	1146.555556	-0.972547	0.3521090184761069	0.0274092500460660
KRTAP19-3	6	3592.111111	685.666667	2263.777778	1.723153	0.1952042059961025	0.0186267735397089
KRTAP19-4	6	2587.722222	2298.777778	1095.222222	-1.069643	0.2073177273646085	0.0194467477427676
KRTAP19-5	6	1494.666667	3191.833333	2599.611111	-0.296090	0.3595380365459956	0.0277823843744242
KRTAP19-6	6	3349.166667	398.666667	2744.111111	2.783084	0.0785259499037879	0.0096439100792335
KRTAP19-7	6	3362.000000	777.611111	2315.722222	1.574341	0.0159787748454343	0.0030104109084209
KRTAP19-8	6	1989.166667	3413.222222	1909.000000	-0.838317	0.2702318906307760	0.0231089920766538
KRTAP2-1	5	3482.933333	1203.133333	3561.333333	1.565621	0.0443253596761507	0.0062972176156256
KRTAP2-2	2	7614.500000	3974.666667	5506.166667	0.470214	0.5988142675074732	0.0373410724156993
KRTAP2-3	2	8207.000000	5116.333333	3102.000000	-0.721912	0.1774816727191130	0.0172954671088999
KRTAP2-4	1	9513.666667	8134.333333	10148.333333	0.319147	0.3736153878085909	0.0284641606780910
KRTAP20-1	6	2957.833333	1874.000000	2006.944444	0.098880	0.8842540471547964	0.0465450525152018
KRTAP20-2	6	3151.055556	1644.277778	2138.166667	0.378920	0.6942581152373642	0.0406071494379952
KRTAP20-3	6	3611.055556	577.388889	1507.277778	1.384330	0.2900854067773629	0.0242330016583748
KRTAP21-1	6	1013.944444	2509.888889	2294.166667	-0.129653	0.7721470182130191	0.0430578588538788
KRTAP21-2	6	75.000000	1990.777778	359.888889	-2.467709	0.0083573483991760	0.0019324672931638
KRTAP21-3	4	2027.250000	1624.583333	4004.833333	1.301672	0.0785858668166308	0.0096531232725263
KRTAP22-1	6	3005.166667	717.444444	2916.944444	2.023519	0.0026209635810385	0.0008199742030588
KRTAP22-2	6	3349.444444	1795.055556	1997.277778	0.154006	0.8402175723175811	0.0451699834162521
KRTAP23-1	6	2264.333333	2286.888889	494.888889	-2.208210	0.1003021926532263	0.0115210982126405
KRTAP24-1	6	1894.333333	841.888889	1013.055556	0.267012	0.8039591458043045	0.0439999078680671
KRTAP25-1	6	1392.000000	2664.555556	211.166667	-3.657441	0.0088801298167650	0.0019946563478902
KRTAP26-1	6	2605.666667	1798.000000	1950.333333	0.117328	0.8264580239010750	0.0447346600331675
KRTAP27-1	6	2511.000000	347.111111	1763.555556	2.345018	0.0877770980437848	0.0103970886309195
KRTAP29-1	6	741.222222	483.611111	709.944444	0.553859	0.6381250105878220	0.0386654689515386
KRTAP3-1	6	1306.944444	932.111111	1994.222222	1.097252	0.2875787713499870	0.0240855905656901
KRTAP3-2	6	1083.000000	3566.333333	1498.222222	-1.251190	0.0402256917949642	0.0058365579509858
KRTAP3-3	6	2806.333333	1908.388889	1032.833333	-0.885748	0.1713230718782563	0.0168647503224618
KRTAP4-1	6	2105.000000	1409.333333	1685.000000	0.257736	0.7775656290865687	0.0432144831398563
KRTAP4-11	6	1804.333333	1750.888889	2438.277778	0.477775	0.3570473752231147	0.0276464897733554
KRTAP4-12	6	249.222222	3430.611111	1335.833333	-1.360726	0.1583470849986571	0.0158812419384559
KRTAP4-2	6	1645.388889	1004.500000	1366.666667	0.444184	0.7590105673338634	0.0426041090842086
KRTAP4-3	6	417.222222	2496.833333	1988.722222	-0.328258	0.1179680779787715	0.0128431914501566
KRTAP4-4	6	1529.944444	135.500000	434.000000	1.679402	0.3699548762422690	0.0282937166021743
KRTAP4-5	6	3363.222222	2157.666667	3319.666667	0.621566	0.1304797651975294	0.0138313064308089
KRTAP4-6	6	485.444444	2547.611111	1490.277778	-0.773564	0.3128467107506250	0.0254307167864382
KRTAP4-7	6	1897.166667	2372.833333	2847.555556	0.263113	0.6734698632413268	0.0399276764326516
KRTAP4-8	6	285.777778	2759.555556	3443.166667	0.319300	0.0189959511103168	0.0034134881149807
KRTAP4-9	4	1612.750000	3768.083333	2399.750000	-0.650947	0.4854777662231506	0.0331651925557398
KRTAP5-1	6	979.944444	3360.444444	2100.222222	-0.678110	0.1940648446310082	0.0185530679933665
KRTAP5-10	6	3057.388889	1419.222222	2122.500000	0.580664	0.2482963069700833	0.0219020637552976
KRTAP5-11	6	3276.444444	503.166667	630.666667	0.325841	0.8235265101452300	0.0446402248019163
KRTAP5-2	6	1927.666667	1564.666667	1496.111111	-0.064638	0.9346828547586634	0.0479684908789386
KRTAP5-3	6	954.111111	2564.166667	1033.666667	-1.310719	0.1005689294302581	0.0115602542841349
KRTAP5-4	6	2355.055556	2860.444444	2420.000000	-0.241232	0.4241604114217201	0.0306361709968675
KRTAP5-5	6	1498.833333	1530.555556	3135.444444	1.034615	0.0242561735081096	0.0040100423806891
KRTAP5-6	6	919.166667	2518.666667	2276.944444	-0.145561	0.5707626994859765	0.0363875069098950
KRTAP5-7	6	225.166667	2064.111111	2221.000000	0.105689	0.8205984227657167	0.0445688225538972
KRTAP5-8	6	2903.777778	2918.277778	2750.222222	-0.085569	0.7128671634971613	0.0411599410355629
KRTAP5-9	6	2412.722222	3253.611111	1241.055556	-1.390474	0.0556185165879497	0.0074373502856090
KRTAP6-1	6	1441.500000	1411.222222	1790.500000	0.343417	0.6562803640455007	0.0393311221669431
KRTAP6-2	6	2426.166667	2031.055556	2329.166667	0.197584	0.4534444442063200	0.0318914685830109
KRTAP6-3	6	1029.388889	2235.555556	732.444444	-1.609842	0.1035257795365180	0.0117629445365764
KRTAP7-1	6	1928.833333	2297.500000	1138.166667	-1.013353	0.1848308430703174	0.0178689883913765
KRTAP8-1	6	1021.000000	1988.611111	302.222222	-2.718080	0.0756228955367941	0.0093629076838032
KRTAP9-1	6	1687.222222	2745.833333	1409.833333	-0.961719	0.0843196528248182	0.0101437258153676
KRTAP9-2	6	135.055556	392.333333	1615.833333	2.042127	0.2321216273716867	0.0209807444260181
KRTAP9-3	6	211.888889	1242.222222	3326.166667	1.420937	0.0833957362305589	0.0100423806891469
KRTAP9-4	6	1822.444444	2458.333333	1333.111111	-0.882884	0.2690387630475748	0.0230237700386954
KRTAP9-6	6	669.611111	3339.000000	2579.444444	-0.372356	0.2093913682805769	0.0195941588354524
KRTAP9-7	6	124.833333	3047.666667	2070.333333	-0.557842	0.3046260150487719	0.0250046065966464
KRTAP9-8	6	557.500000	1589.944444	2370.000000	0.575911	0.5843866836394461	0.0368504698728579
KRTAP9-9	6	2989.500000	445.111111	942.722222	1.082667	0.1869891206410249	0.0180417357656164
KRTCAP2	6	143.444444	3495.555556	1023.500000	-1.772011	0.0119100702501071	0.0024530127142067
KRTCAP3	6	1238.611111	1142.888889	2039.444444	0.835491	0.2337092187075311	0.0210982126405012
KRTDAP	5	413.600000	3896.333333	2006.666667	-0.957316	0.1723776929218949	0.0169545789570665
KSR1	6	3403.388889	1872.722222	873.111111	-1.100900	0.4530905888158314	0.0318776487930717
KSR2	6	2316.111111	764.055556	433.944444	-0.816167	0.4337830494468258	0.0310737976782753
KTI12	6	1504.388889	1761.611111	2283.055556	0.374070	0.4793277002447403	0.0329648056016215
KTN1	6	3414.388889	2361.388889	856.222222	-1.463578	0.0847615963733938	0.0101690620969228
KXD1	6	3568.666667	2260.166667	2076.500000	-0.122275	0.8463057282414786	0.0453634604754008
KY	6	1891.555556	2201.000000	822.611111	-1.419877	0.1067788311261576	0.0119840611756035
KYNU	6	3118.944444	2091.111111	1041.388889	-1.005761	0.2736812284400352	0.0232863460475401
L1CAM	6	2536.555556	1308.166667	2151.388889	0.717722	0.2922296970477363	0.0243596830661507
L1TD1	6	1657.833333	2692.166667	844.277778	-1.672978	0.0165461397549493	0.0030887230514096
L2HGDH	6	110.777778	3066.666667	1849.666667	-0.729406	0.2530269249190167	0.0221393034825871
L3HYPDH	6	3072.333333	1684.944444	1334.111111	-0.336822	0.7362854236309725	0.0419085129906025
L3MBTL1	6	3144.000000	1092.666667	2671.277778	1.289677	0.2103536762176684	0.0196471346968859
L3MBTL2	6	2580.166667	2677.277778	2299.833333	-0.219238	0.6401247863719866	0.0387460843928506
L3MBTL3	6	2471.444444	134.166667	2166.555556	4.013305	0.0369493313403491	0.0055048829924452
L3MBTL4	6	1480.388889	2302.611111	254.333333	-3.178478	0.0285063078365558	0.0045536207849641
LACC1	6	266.500000	3073.777778	1797.000000	-0.774422	0.1186107540798627	0.0128961673115902
LACE1	6	1791.222222	3313.833333	1517.722222	-1.126593	0.1411983263355762	0.0146627971254837
LACRT	6	1284.000000	2431.388889	2754.611111	0.180068	0.6589843581169078	0.0394324672931638
LACTB	6	3191.166667	2560.833333	1439.944444	-0.830600	0.3016382004558804	0.0248479823106689
LACTB2	6	3386.611111	587.055556	678.166667	0.208143	0.8195844355138627	0.0445388796756956
LAD1	6	1242.111111	504.500000	3373.333333	2.741249	0.0012518195304651	0.0004882992445182
LAG3	6	3474.833333	2483.111111	3312.166667	0.415626	0.1302724408823424	0.0138105767459001
LAGE3	6	307.166667	3459.444444	1638.944444	-1.077773	0.1770478728567715	0.0172540077390824
LAIR1	6	2594.111111	1601.444444	1597.277778	-0.003759	0.9967185199992503	0.0499239911553344
LAIR2	5	990.133333	759.533333	2464.400000	1.698051	0.0159054175845675	0.0029965911184817
LALBA	6	1000.277778	2276.555556	957.555556	-1.249425	0.1367246992556965	0.0143196056753271
LAMA1	6	2191.888889	2071.611111	2450.833333	0.242519	0.3967564531401944	0.0294568822553897
LAMA2	6	147.555556	2231.000000	1466.722222	-0.605095	0.3470115981802910	0.0271535839321909
LAMA3	6	1405.277778	2240.944444	1845.611111	-0.280008	0.6028062901239428	0.0374746637184448
LAMA4	6	2653.722222	1021.000000	3259.166667	1.674520	0.0343194228534218	0.0052400036852773
LAMA5	6	3112.388889	450.888889	2967.500000	2.718404	0.0061020949770613	0.0015155702966648
LAMB1	6	2318.888889	2003.777778	951.277778	-1.074784	0.1365130825476786	0.0143057858853879
LAMB2	6	1059.277778	1201.444444	1867.388889	0.636252	0.4609075880887433	0.0322208402432283
LAMB3	6	2267.833333	2617.833333	1664.111111	-0.653621	0.0882283663550227	0.0104293348074443
LAMB4	6	818.111111	2573.333333	2479.666667	-0.053492	0.8812914723651628	0.0464391007923346
LAMC1	6	105.333333	3236.444444	2564.055556	-0.335982	0.2950912777665948	0.0244932743688963
LAMC2	6	2166.333333	2287.444444	2537.555556	0.149703	0.8283283087522404	0.0447922424912475
LAMC3	6	2047.777778	217.000000	1206.166667	2.474662	0.1792382289145572	0.0174336650082919
LAMP1	6	2296.611111	435.166667	2174.555556	2.321081	0.1856249370726179	0.0179426939377188
LAMP2	6	2070.444444	865.166667	1969.555556	1.186820	0.2794535017040818	0.0236525704809287
LAMP3	6	2990.944444	932.111111	2896.944444	1.635958	0.0360222981306807	0.0054081444628708
LAMP5	6	1025.500000	1581.000000	3222.166667	1.027194	0.0047908752997237	0.0012552975861434
LAMTOR1	6	67.277778	2968.833333	1372.777778	-1.112798	0.1443380404073888	0.0148908236594804
LAMTOR2	6	1568.333333	1844.666667	1725.722222	-0.096160	0.9215232298888970	0.0476206928321356
LAMTOR3	6	656.611111	3407.000000	1178.333333	-1.531754	0.1188906469448158	0.0129261101897918
LAMTOR4	6	1148.111111	2406.333333	1278.666667	-0.912196	0.2001513807893412	0.0189538419016031
LAMTOR5	6	631.888889	3207.444444	2395.111111	-0.421332	0.3361024777491751	0.0265685461580984
LANCL1	6	2397.333333	2278.611111	1736.277778	-0.392157	0.3561664756650018	0.0276050304035379
LANCL2	6	3123.111111	1587.111111	2540.333333	0.678615	0.3146127593135402	0.0255182421227197
LANCL3	6	1663.166667	1920.333333	809.666667	-1.245957	0.2664238460429957	0.0229016952275659
LAP3	6	2651.333333	1398.611111	571.944444	-1.290048	0.3006598324647809	0.0247834899576193
LAPTM4A	6	288.500000	817.166667	1740.222222	1.090569	0.4214080138566653	0.0305371291689700
LAPTM4B	6	669.833333	1981.722222	2208.222222	0.156131	0.8178833992517346	0.0444812972176156
LAPTM5	6	1203.055556	2547.444444	2103.222222	-0.276449	0.4894817892424631	0.0333310300350101
LARGE	6	1266.166667	2229.722222	1424.500000	-0.646408	0.1889554241297934	0.0181983600515939
LARP1	6	1463.388889	1914.555556	2224.388889	0.216400	0.6660756295470078	0.0396996498986549
LARP1B	6	3104.555556	2282.277778	3335.666667	0.547501	0.0643022644472372	0.0082918739635158
LARP4	6	3455.277778	278.000000	1380.333333	2.311860	0.0118341663938328	0.0024322830292980
LARP4B	6	1143.166667	1401.000000	2065.555556	0.560073	0.5062658761196895	0.0339897733554450
LARP6	6	1307.333333	2266.777778	2047.055556	-0.147093	0.8665203701757090	0.0459853510226645
LARP7	6	1460.000000	1222.277778	3140.722222	1.361524	0.1724472756750061	0.0169568822553897
LARS	6	1528.777778	2067.111111	953.222222	-1.116731	0.1734071793940786	0.0170167680117929
LARS2	6	2952.833333	329.500000	2114.666667	2.682080	0.0128437007468846	0.0025750875253363
LAS1L	6	3367.000000	1064.444444	648.944444	-0.713934	0.4336145502394592	0.0310645844849825
LASP1	6	704.055556	2257.666667	2318.333333	0.038256	0.9608189534463721	0.0487746452920582
LAT	6	3470.333333	801.388889	2513.000000	1.648836	0.0460120672260433	0.0064953012714207
LAT2	6	2387.333333	2521.722222	1552.777778	-0.699558	0.3762230765475062	0.0285931453841902
LATS1	6	834.055556	1435.222222	899.500000	-0.674079	0.6646547957146794	0.0396420674405749
LATS2	6	410.777778	2027.111111	3047.111111	0.588017	0.2832671419362621	0.0238391376451078
LAX1	6	2729.166667	1556.500000	985.611111	-0.659215	0.5438130545014984	0.0354408512990603
LAYN	6	3225.111111	1332.888889	1381.333333	0.051505	0.9053346545797964	0.0471416067809103
LBH	6	3199.111111	1071.611111	2214.277778	1.047055	0.0875620009684701	0.0103855721393035
LBP	6	1733.166667	1454.888889	2330.277778	0.679593	0.5321313507389737	0.0349917081260365
LBR	6	3245.833333	2391.500000	881.611111	-1.439701	0.0356088068534447	0.0053459554081445
LBX1	6	2151.166667	3396.500000	2138.111111	-0.667712	0.3246318143723085	0.0260065413672379
LBX2	6	2059.888889	1885.000000	2804.555556	0.573208	0.3010421589155678	0.0248088262391745
LCA5	6	3610.888889	111.111111	805.055556	2.857085	0.2974263977960086	0.0246337755666114
LCA5L	6	2422.500000	1253.111111	2488.666667	0.989859	0.2452067868205521	0.0217569559609361
LCAT	6	220.500000	2583.777778	880.444444	-1.553178	0.0604640814545016	0.0079555924083287
LCE1A	6	41.388889	2702.166667	2607.444444	-0.051480	0.8319963611777212	0.0449004975124378
LCE1B	6	930.722222	2155.777778	946.333333	-1.187788	0.1972586440240797	0.0187903077206560
LCE1C	6	455.111111	1829.277778	2638.388889	0.528383	0.1792760538549741	0.0174428782015847
LCE1D	6	903.944444	1912.333333	1532.666667	-0.319290	0.7563429952844999	0.0425257969412198
LCE1E	4	1537.833333	2371.416667	2168.916667	-0.128775	0.8857424986436488	0.0465796019900498
LCE1F	6	2545.111111	1753.611111	2995.166667	0.772307	0.2554472661429560	0.0222775013819790
LCE2A	6	1345.333333	2580.833333	2379.000000	-0.117482	0.8098549561541212	0.0442279344020638
LCE2B	6	2429.444444	548.555556	3196.777778	2.542909	0.0006716071697632	0.0003109452736318
LCE2C	6	1606.000000	1413.055556	1802.666667	0.351314	0.6963737140503776	0.0406785516860144
LCE2D	5	2550.066667	1603.066667	1660.933333	0.051160	0.8909599085121820	0.0467431361709969
LCE3A	6	3416.111111	1739.333333	1710.555556	-0.024069	0.9715332524737863	0.0490671641791045
LCE3B	6	2903.166667	2366.833333	2253.555556	-0.070755	0.8350319487088719	0.0450225723235674
LCE3C	6	1412.777778	1961.444444	1550.944444	-0.338769	0.6487455378608855	0.0390662428597752
LCE3D	6	1135.166667	3163.444444	2724.444444	-0.215534	0.5472453208409650	0.0355744426018058
LCE3E	4	256.166667	3263.833333	2726.166667	-0.259694	0.7092849320186374	0.0410562926110190
LCE4A	6	3110.333333	2578.333333	1734.222222	-0.572150	0.5093963870501995	0.0341164547632209
LCE5A	6	3082.555556	1589.388889	2050.666667	0.367621	0.2298408142484227	0.0208172102450709
LCE6A	6	1505.944444	1835.555556	1144.555556	-0.681429	0.4945024375263329	0.0335314169891284
LCK	6	1112.277778	1539.444444	3239.000000	1.073139	0.1693300665439735	0.0167403722130090
LCLAT1	6	2216.055556	780.055556	702.111111	-0.151878	0.8189022654506761	0.0445112400958172
LCMT1	6	3457.277778	1781.000000	2967.277778	0.736452	0.1908482526106598	0.0183434678459554
LCMT2	6	34.722222	3197.722222	2000.444444	-0.676724	0.3356211281761770	0.0265455131748664
LCN1	6	2972.500000	1332.166667	1867.277778	0.487162	0.5915450426692033	0.0370692832135618
LCN10	6	2299.500000	1492.666667	909.000000	-0.715540	0.5118333595979718	0.0342316196793809
LCN12	6	1273.722222	2266.000000	922.944444	-1.295832	0.0325637483652982	0.0050488299244518
LCN15	6	2558.888889	2614.944444	2223.555556	-0.233912	0.6461584882509173	0.0389902340151096
LCN2	6	1269.333333	1962.611111	1295.388889	-0.599389	0.3344963895198710	0.0264856274184632
LCN6	6	376.000000	2801.777778	2601.166667	-0.107184	0.3473464762461888	0.0271743136170997
LCN8	6	2255.777778	2203.000000	2158.722222	-0.029292	0.9604522046316916	0.0487539156071494
LCN9	6	3030.500000	2423.277778	1432.833333	-0.758089	0.2833339745543711	0.0238460475400774
LCNL1	6	3142.277778	2683.555556	1870.333333	-0.520850	0.3826663794206873	0.0288810576745900
LCOR	6	1614.055556	2271.111111	855.888889	-1.407903	0.0702757641155611	0.0088446655610835
LCORL	6	2729.666667	390.166667	635.611111	0.704054	0.3825295814091492	0.0288764510779436
LCP1	6	3120.944444	276.777778	984.277778	1.830337	0.5281291751781644	0.0348281739450894
LCP2	6	2510.500000	2370.111111	1486.944444	-0.672604	0.2617524136780090	0.0226368159203980
LCT	6	1567.444444	2190.333333	1755.555556	-0.319223	0.2027955792444978	0.0191542288557214
LCTL	6	1712.388889	3290.388889	2303.777778	-0.514257	0.3154396567570620	0.0255666113875069
LDB1	6	1263.666667	1394.722222	2393.722222	0.779278	0.1963491837258805	0.0187281186659296
LDB2	6	2781.944444	1075.444444	1400.222222	0.380723	0.4314756708165052	0.0309609360604386
LDB3	6	2587.833333	581.611111	1734.333333	1.576254	0.2240755249442750	0.0205016583747927
LDHA	6	2215.611111	1199.666667	366.222222	-1.711842	0.4248025720434259	0.0306661138750691
LDHAL6A	6	3216.722222	889.555556	590.166667	-0.591962	0.3836734063947448	0.0289225170444076
LDHAL6B	6	3244.166667	48.777778	2010.666667	5.365306	0.1217938914799798	0.0131679565137277
LDHB	6	1468.333333	1969.000000	980.666667	-1.005628	0.4933327362097086	0.0334899576193109
LDHC	6	2415.777778	1742.166667	1252.333333	-0.476264	0.6276070455413117	0.0383407038879676
LDHD	6	1427.444444	2424.944444	2478.555556	0.031548	0.9572244018516064	0.0486617836742215
LDLR	6	3222.277778	114.944444	2401.500000	4.384927	0.0878934289364833	0.0104016952275659
LDLRAD1	6	3094.388889	2237.166667	1446.611111	-0.628996	0.3757212879899408	0.0285632025059886
LDLRAD2	6	2790.166667	2065.333333	1747.777778	-0.240853	0.6389071430709813	0.0386885019347706
LDLRAD3	6	1907.888889	2780.611111	1932.166667	-0.525182	0.4308003747249164	0.0309332964805602
LDLRAD4	6	563.555556	2027.500000	2342.388889	0.208279	0.7502429362004349	0.0423277132854247
LDLRAP1	6	1967.500000	1651.500000	1650.777778	-0.000631	0.9992215995989882	0.0499746637184448
LDOC1	6	2661.555556	2684.833333	3368.500000	0.327274	0.3204332810412835	0.0258153676064124
LDOC1L	6	3447.055556	1510.666667	1738.000000	0.202243	0.7719657123038968	0.0430509489589092
LEAP2	6	1729.222222	3085.888889	1048.055556	-1.557971	0.0712688168929076	0.0089437073889810
LECT1	6	3492.444444	703.222222	1096.666667	0.641073	0.6874793872226481	0.0403860327989681
LECT2	6	2342.055556	2849.055556	1858.555556	-0.616302	0.2135942607361318	0.0198498249493274
LEF1	6	3229.888889	158.333333	1907.888889	3.590940	0.0305091345397914	0.0047839506172840
LEFTY1	6	740.444444	2493.444444	2761.777778	0.147457	0.6664638568766668	0.0397157729869173
LEFTY2	6	1351.111111	2554.444444	3187.166667	0.319265	0.3095238382309207	0.0252487562189055
LEKR1	6	3585.277778	248.555556	2094.222222	3.074774	0.1654034769705585	0.0164340335360236
LELP1	6	1035.166667	578.888889	136.333333	-2.086148	0.2387588520999764	0.0213953381241938
LEMD1	6	1241.111111	1121.555556	2888.833333	1.364986	0.1458596214587806	0.0149898654873779
LEMD2	6	2687.777778	1367.055556	2395.444444	0.809221	0.1007561076755193	0.0115786806707205
LEMD3	4	4542.000000	1699.833333	1541.500000	-0.141058	0.8930234211158250	0.0468122351206928
LENEP	6	570.166667	3461.388889	3536.555556	0.030994	0.2442619822741933	0.0217131932927953
LENG1	6	208.555556	3122.166667	954.833333	-1.709227	0.0834142139863571	0.0100446839874701
LENG8	6	943.333333	2085.277778	3068.166667	0.557137	0.1371231114221305	0.0143518518518519
LENG9	6	1727.388889	2157.611111	3014.055556	0.482271	0.2570848088177083	0.0223535102266446
LEO1	6	1604.166667	1443.277778	1867.277778	0.371588	0.6369373342443662	0.0386124930901050
LEP	6	1403.944444	2400.055556	1203.000000	-0.996431	0.3420917264566751	0.0269002211166390
LEPR	6	1095.166667	1392.444444	595.277778	-1.225985	0.2928777415350615	0.0243804127510595
LEPRE1	6	1461.444444	820.555556	1957.666667	1.254462	0.3075593679482254	0.0251335913027455
LEPREL1	6	1635.055556	171.777778	1534.833333	3.159467	0.1527202607343812	0.0154251888704625
LEPREL2	6	916.611111	1242.222222	1333.277778	0.102054	0.9395421137077032	0.0481297217615626
LEPREL4	6	647.833333	1046.111111	1457.500000	0.478460	0.6249085418555285	0.0382623917449788
LEPROT	6	425.166667	1453.000000	1639.888889	0.174563	0.8659588555993909	0.0459623180394325
LEPROTL1	6	219.166667	1922.166667	1434.222222	-0.422465	0.5366456659976881	0.0351667587985996
LETM1	6	1448.777778	2595.777778	3517.277778	0.438292	0.0198362979299004	0.0035102266445550
LETM2	6	3574.722222	1141.277778	742.000000	-0.621159	0.3833197737336780	0.0289086972544684
LETMD1	6	2863.277778	1442.944444	1092.333333	-0.401603	0.5785862741890530	0.0366247466371845
LFNG	6	139.000000	3138.555556	1724.777778	-0.863690	0.0166215259167575	0.0031094527363184
LGALS1	6	3204.888889	2513.722222	2057.722222	-0.288777	0.7044269890916718	0.0409088815183343
LGALS12	6	3165.555556	1484.277778	1381.111111	-0.103932	0.8955421855817356	0.0468882439653584
LGALS13	6	1754.444444	2105.166667	1361.722222	-0.628502	0.0059244707060654	0.0014764142251704
LGALS14	6	1884.222222	1246.333333	3148.666667	1.337051	0.0371704331205708	0.0055371291689700
LGALS16	5	1231.400000	2990.133333	662.266667	-2.174726	0.0012350427996930	0.0004790860512254
LGALS2	6	2520.555556	1843.111111	2600.333333	0.496554	0.4060384568826246	0.0298438363736871
LGALS3	6	1021.111111	2247.888889	425.666667	-2.400775	0.0939797224185040	0.0109982494932744
LGALS3BP	6	664.833333	3127.111111	3179.944444	0.024171	0.8513452146967032	0.0455362078496407
LGALS4	6	3493.333333	660.888889	1629.000000	1.301507	0.2239839284867684	0.0204970517781463
LGALS7	5	2450.933333	986.133333	2231.800000	1.178353	0.2343897740306472	0.0211511885019348
LGALS7B	3	3345.555556	3139.888889	4585.222222	0.546278	0.4472537399828148	0.0316565321540446
LGALS8	6	3357.555556	258.666667	710.444444	1.457628	0.3699123444270113	0.0282914133038511
LGALS9	6	2488.777778	2337.388889	2564.222222	0.133624	0.7552676763280580	0.0424981573613414
LGALS9B	6	1124.833333	3135.055556	1720.944444	-0.865290	0.1406832967679758	0.0146351575456053
LGALS9C	4	962.083333	2985.500000	2701.666667	-0.144123	0.7548737482319292	0.0424843375714022
LGALSL	6	714.055556	1252.500000	660.111111	-0.924030	0.4539765334884677	0.0319168048645661
LGI1	6	3370.000000	1670.944444	1336.611111	-0.322084	0.6192960554483533	0.0380919476690621
LGI2	6	1318.944444	2385.722222	2196.777778	-0.119037	0.7921773501187224	0.0436498065229409
LGI3	6	2470.833333	1898.111111	1873.277778	-0.019000	0.9774578479830400	0.0492330016583748
LGI4	6	877.333333	374.666667	1720.111111	2.198822	0.2430143952914806	0.0216095448682513
LGMN	6	1976.777778	2238.111111	1963.000000	-0.189221	0.7340415682668231	0.0418371107425834
LGR4	6	1877.111111	559.166667	1365.500000	1.288079	0.1449663593772279	0.0149299797309748
LGR5	6	414.388889	1681.611111	1314.444444	-0.355391	0.6420919660963519	0.0388151833425465
LGR6	6	2595.944444	1966.611111	1194.777778	-0.718969	0.1073401822183776	0.0120324304403906
LGSN	6	2755.222222	423.944444	664.166667	0.647670	0.7381497266271768	0.0419568822553897
LHB	6	1506.388889	1478.555556	2746.388889	0.893347	0.1556830780656486	0.0156624285977520
LHCGR	6	207.833333	2325.555556	1997.555556	-0.219340	0.7437193798753889	0.0421319329279528
LHFP	6	229.777778	3365.611111	3174.833333	-0.084188	0.6552373968419173	0.0393057858853879
LHFPL1	6	814.000000	1777.277778	2081.888889	0.228224	0.6765711805511023	0.0400290215588723
LHFPL2	6	1627.166667	2947.500000	2531.611111	-0.219436	0.5557743569020881	0.0358508384005896
